,Tweet,Sentiment,Prediction,0.8695
4017,Sign up  &amp jointoday from 2pm BST in a webinar series as he shares his thoughtfu… ,Neutral,Neutral,0.8695
4018, Why is there no surge of covid19 in portland Why in Florida when heat and light kill the virus,Positive,Positive,0.8695
4019,COVID 19 mainly spreads from person to person. But it can also be left on objects and surfaces...webinar LKA… ,Positive,Positive,0.8695
4020,COVID19 quarantine got you down Enjoy my awardwinning paranormal mystery thriller books on Amazon Kindle… ,Positive,Positive,0.8695
4021,Thank youfor supporting our team with discounted rides while our company car is being repaired. We appre… ,Positive,Positive,0.8695
4022,On interferon and COVID19by me in today’s Times,Neutral,Neutral,0.8695
4023,Precious baby Praying we find a safe way around COVID19 so you can keep snuggling that cutie,Positive,Positive,0.8695
4024,Millennials around the globe face a particular economic upheaval due to massive job losses in the servicerelated i… ,Positive,Positive,0.8695
4025,So much attention on pupil wellbeing as a result of the pandemic but so little on the teachers who have navigated… ,Positive,Positive,0.8695
4026,Excellent and very important article issue slowly coming to the fore. An article yesterday in one of main newspa… ,Positive,Positive,0.8695
4027,While we do our bit to ensure no child is deprived of their right to hygiene &amp healthcare we need EachOne to join… ,Positive,Positive,0.8695
4028,Wonder how Canadian data comparesCOVID19 ,Neutral,Neutral,0.8695
4029,COVID19 in Free Syria Update1 new case19LocationIdlib CtyDr. Maram Alsheikh 6hFARED_ALHOR … ,Positive,Positive,0.8695
4030,Never be lazy to build yourselfExercise to keep fitDon't procrastinate toAcquire more knowledge &amp skillsDownl… ,Positive,Positive,0.8695
4031,Did you Know  Sixtyfour percent of consumers have made a purchase decision based on social media content.… ,Positive,Positive,0.8695
4032,As vaccination campaigns halted due to COVID19 outbreak resume Sadia a polio worker in Kharotabad Quetta is warm… ,Negative,Negative,0.8695
4033,News Seeing the current situation of COVID19reportedlyhas postponed the shooting of Radhe t… ,Neutral,Neutral,0.8695
4034,COVID19 risks explained. ,Neutral,Neutral,0.8695
4035,CoronavirusNigeria 562 new cases of COVID19 Nigeria Coronavirus Africa COVID19… ,Positive,Positive,0.8695
4036,We are saying we are hungry. We are tired of all the stealing. We are tired of all the abductions. We are tired… ,Negative,Negative,0.8695
4037,covid19 swimming take 2The Beaches ,Neutral,Neutral,0.8695
4038,Good morning... During these difficult times try and help someone. The smallest gesture can mean the world to some… ,Negative,Positive,0.8695
4039,Postpone our kcet because of students live mattersA request u all leaders COVID19LivesMatter… ,Positive,Positive,0.8695
4040,Something very wrong when the EU's “historic” pandemic response cuts its health programme and slashes billions from… ,Negative,Neutral,0.8695
4041,N95masks with valved respirators ineffective against Covid19 says govt,Neutral,Neutral,0.8695
4042,Japanese scientists have developed a safer less invasive test to detect COVID19 infections by analyzing a patient… ,Negative,Positive,0.8695
4043,A couple of months ago many peoplepraisedon social media for his leadership in instituting the l… ,Positive,Positive,0.8695
4044,Coronavirus Pakistan reports lowest daily tally in two monthsCoronaviruspakistan COVID19 COVID19 Pakistan… ,Neutral,Neutral,0.8695
4045,While the elderly are much more vulnerable to the coronavirus disease the brunt of the economic pandemic certainl… ,Positive,Positive,0.8695
4046,I am grateful for PA's sensible approach re COVID19. Furious at national approach. He needs to go.Sincerely a woman in the suburbs.,Neutral,Neutral,0.8695
4047,Time for lockdown stay at home essential services only Kelowna Okanagan COVID19 4Weeks,Neutral,Neutral,0.8695
4048,The world  before 2020... COVID19 nairobi Kanye Drake ,Neutral,Neutral,0.8695
4049,CoronaVirusUpdates COVID19 India TrackerAs on 21 July 2020 0800 AMIndiaFightsCoronaStayHome… ,Neutral,Positive,0.8695
4050,First human trial of Oxford COVID19 vaccine shows promise COVID19 coronavirus ,Positive,Positive,0.8695
4051,50000 Signatures LandBackTo date Ottawa has spent 212 billion in direct COVID19 aid to mainstream Canada b… ,Neutral,Neutral,0.8695
4052,People who don't believe Covid19 exists are also tracking the vaccine development programme..,Neutral,Neutral,0.8695
4053," New Podcast ""GSMC Fantasy Football Podcast Episode 260 Dak Mahomes and More Coronavirus"" on … ",Positive,Positive,0.8695
4054,Evidently there is a very long line of people who can’t wait to sell out Donald Trump.COVID19 michaelcohen… ,Positive,Positive,0.8695
4055,A race to a vaccine For COVID19 .. oxford team leads  ,Neutral,Neutral,0.8695
4056,It is disheartening to read those who lost their lives fighting with Covid_19 are buried hastily. The governmen… ,Neutral,Neutral,0.8695
4057,Read Follow &amp Be Fit.Share by like &amp Retweet. Let's Defeat.....COVID19 ,Neutral,Neutral,0.8695
4058,How animals use socialdistancing to avoid disease  covid19 pandemic faunabio via ,Neutral,Neutral,0.8695
4059,Only 3daystogofor FlipickWebinar. Tune in to check out what our CEOhas to discuss about… ,Neutral,Neutral,0.8695
4060, FUCK THAT SHIT Summer2020 Covid19,Negative,Positive,0.8695
4061,Hong Kong has extended social distancing measures as the epidemic situation of COVID19 has seen drastic changes re… ,Positive,Positive,0.8695
4062,Those who faced COVID19 mild symptoms suffer more they experience high heart rates they experience very scary ch… ,Positive,Positive,0.8695
4063, Feeling sick Stay home.Let's STOP the spreadCOVID19 ,Negative,Positive,0.8695
4064,Share as recieved ningafi COVID19 SouthAfricaLockdown ,Neutral,Neutral,0.8695
4065,What companies thought would be months is now predicted to last years. Leadership thought they could ride it out bu… ,Neutral,Positive,0.8695
4066, Analysis of the SARSCoV2 proteome via visual tools  Antibody Capsid… ,Neutral,Neutral,0.8695
4067,Deputy Chief Medical Officer Michael Kidd says nationwide there are 183 people with COVID19 in hospital and 174 o… ,Neutral,Neutral,0.8695
4068,Truth is somethingavoids like COVID19 ,Neutral,Neutral,0.8695
4069,DuceyBodyCount Monday July 20 2020 2784DuceyKills DuceyFailedArizona DuceyResign… ,Neutral,Neutral,0.8695
4070,BRUSSELS MARATHON EUSUMMIT RESULT AFTER 4 DAYSNIGHTS AND MORETHAN 80 HOURS CONFLICT NEGOTIATIONSOVER € 750… ,Neutral,Neutral,0.8695
4071,Interested in trialling vaccines as well as tracking your health Help slow the spread of COVID19 and identify at… ,Negative,Negative,0.8695
4072,COVID19Outside the UAE for more than six months – what happens to my residence visa ,Positive,Positive,0.8695
4073,Can someone please help me understand why it is so hard for people to wear a maskI’d rather get acne because of… ,Negative,Neutral,0.8695
4074,COVID19 in Turkey Turkey has reported 17 new fatalities bringing the death toll to 5508 Highest number of… ,Positive,Positive,0.8695
4075,India's COVID19 Update• 37148 new cases in last 24 hours with 587 deaths reported • Total cases stand at 11… ,Positive,Positive,0.8695
4076,Are you a Bangladeshi journalist trying to report on COVID19 while battling with safety concerns and job insecurit… ,Neutral,Neutral,0.8695
4077,TerrificTuesday COVID19 IS REAL ZAMBIA PLEASE SHARE SHARE &amp SHARETake the necessary precautionsprevent the… ,Positive,Positive,0.8695
4078, Sign “Support A Public Mask Requirement” and I’ll deliver a copy to your officials  No… ,Neutral,Neutral,0.8695
4079,More than 50 children of in between the ages of 1012 were made to drink Salapa a kind of liquor as a precautiona… ,Positive,Positive,0.8695
4080,Stay safe my Golden State friends covid19 ,Positive,Positive,0.8695
4081, Sign “COVID19 Medicaid FMAP bump &amp increased HCBS funding” and I’ll deliver a copy to your officials… ,Neutral,Neutral,0.8695
4082,Reflecting on Q2 2020 and updating our thoughts on oil the pandemic and well . . . dinosaurs.oil OOTT… ,Neutral,Neutral,0.8695
4083,This dad has been in hospital 3 weeks w COVID19 2 weeks on a ventilator bc his young son defied his stepmom's pl… ,Positive,Positive,0.8695
4084,First duty of govt is to protect their citizensthis shower haven’t protected usentirely the opposite… ,Positive,Positive,0.8695
4085,Get an insight of ECL impact due to COVID19 on NBFCs and HFCs in relation to the results for the year ended 31 M… ,Negative,Positive,0.8695
4086,Stacy Ayuma uses her hair style braids to create awareness and sensation against the Coronavirus COVID19 in… ,Neutral,Neutral,0.8695
4087,If black lives matter why are new vaccines always tested in poor countriesBLM COVID19,Negative,Positive,0.8695
4088,Help slow the spread of COVID19 and identify at risk cases sooner by selfreporting your symptoms daily even if y… ,Negative,Negative,0.8695
4089,Victoria may be close to its peak and therefore under control as we hit 347 cases yesterdayClick here … ,Neutral,Neutral,0.8695
4090,Coronavirus COVID19 PositiveCases Guwahati Assam DY365COVID19448 more positive cases detected in Guwahati ,Positive,Positive,0.8695
4091,Covid19 kills with almost the same symptoms as smoking.If you aren't afraid of smoking why fear Covid19 Go… ,Negative,Negative,0.8695
4092,The Centre has written to all states and union territories warning against the use of N95 masks with valved respir… ,Neutral,Neutral,0.8695
4093,COVID19 has brought many changes to the way we do things. It has created a new normal and made others a thing of t… ,Positive,Positive,0.8695
4094,COVID19 Centre Warn States Against The Use Of N95Masks With Valves. coronavirus,Neutral,Neutral,0.8695
4095,'In the US military 5 people were newly confirmed to be infected at the Futenma airfield on the 21st &amp the number… ,Positive,Positive,0.8695
4096,This is how I spend most of my work day to avoid catching or spreading COVID19. It revolts me to see people gather… ,Positive,Positive,0.8695
4097,Heyplease don’t forget to tell all NSW residents when you next go in front of a camera that some of the… ,Neutral,Neutral,0.8695
4098,COVID19 Rajasthan updateToday 351 ve &amp 6 death report till 10.30 am103 Alwar43 Jalore32 Nagaur27 Ajmer… ,Neutral,Positive,0.8695
4099,Is it possible that covid19 testing that... the search is on for descendants of prophetsDNA,Neutral,Neutral,0.8695
4100,covid19Everywhere ,Neutral,Neutral,0.8695
4101,2… ,Neutral,Neutral,0.8695
4102,As the country continues the fight against Covid19 sanitation and hygiene issues have become a key aspect of ever… ,Neutral,Neutral,0.8695
4103,OperattionMuskan C19 Phase VI a successful initiative for rescue of StreetChildren AbandonedChildren… ,Positive,Positive,0.8695
4104, SubSaharan Africa sans SA has had a lag in COVID19 infection critical mass and this combined with myr… ,Neutral,Neutral,0.8695
4105,DJ Khaled went from “We Da Best to” We DepressedCOVID19 ,Positive,Positive,0.8695
4106, A real Republican would call a pandemic by it's correct name. Covid19. A racist kiss the feet of… ,Positive,Positive,0.8695
4107,7day average new COVID19 infections are up in TX teal bars. This parallels US trends for new infectionsBut 7… ,Positive,Positive,0.8695
4108,The uproar about the constitutionality of wearing masks to prevent the spread of the coronavirus is needless.Th… ,Neutral,Neutral,0.8695
4109,Because of shockingly high US COVID19 rate even the Bahamas and Canada are barring U.S. Travelers. ,Positive,Positive,0.8695
4110,This webinar will demonstrate how Population Health Management is being used as a powerful tool in the response to… ,Positive,Positive,0.8695
4111,We are super elated to be recognized as a leader bya leading consultancy and research firm for our Res… ,Positive,Positive,0.8695
4112,Masks  masks MyBodyMyChoice COVID19 ,Neutral,Neutral,0.8695
4113,This time next year...Finish the sentence...tuesdayvibes tuesday TuesdayThoughts TuesdayMotivation… ,Neutral,Neutral,0.8695
4114, You’re a disgrace. Too little too late. About 141000 Americans too late. Shame on you COVID19 TrumpIsALaughingStock,Negative,Negative,0.8695
4115,Further evidence points to the link between AirPollution and Covid19 cases and deaths.The more we learn about t… ,Positive,Positive,0.8695
4116,China reopens cinema houses six months after shutdowns..... China Cinema Lockdown COVID Coronavirus… ,Neutral,Neutral,0.8695
4117,R.I.P Lemmy from Motorhead Thank you for all you did for rock &amp Roll  acting motorhead… ,Neutral,Neutral,0.8695
4118,T20 World Cup Postpones Due To Corona VirusThe 2020 T20 World Cup has been postponed due to the coronavirus pandem… ,Negative,Negative,0.8695
4119,Nice chart. COVID19 ,Positive,Positive,0.8695
4120,Chinese economy returned to growth in the second quarter marking an important milestone in the global struggle to… ,Positive,Positive,0.8695
4121,Analysis of the SARSCoV2 proteome via visual tools  Antibody Capsid Coronavirus… ,Neutral,Neutral,0.8695
4122,Palestinian Man Scales Hospital Wall to Bid Final Goodbye to His Mother Who Died of Covid19 ....Feeling crying wi… ,Negative,Positive,0.8695
4123,Odisha’s Covid19 Death Toll Breaches 100MarkCOVID19 coronavirus,Neutral,Neutral,0.8695
4124,Quarantine blows I just turned 40 if I wanted to waste my life away. I would of been married with kids by now.… ,Positive,Positive,0.8695
4125,Africa countries with high number of covid cases Kenya is in top 10COVID19 COVIDisRealKe komeshakorona… ,Positive,Positive,0.8695
4126, UK Covid19 mortality rate is the worst worldwide  COVID19 ,Negative,Neutral,0.8695
4127,Very interesting that skin rashes can occur in the absence of any other symptoms and important to know when PCR t… ,Positive,Positive,0.8695
4128,New modelling shows a concerning upward trend of covid19 in BC Canada . That means we have a possibility of… ,Positive,Positive,0.8695
4129,Standing against racism discrimination and sexism is more than a trend. Keep your activism going during COVID19.… ,Positive,Positive,0.8695
4130,He means RatFace could go to jail. So could Drumpf. They can’t win the electoral college withou… ,Positive,Positive,0.8695
4131,Here is a good idea send in secret police to put down protests. Oh and pretend the corona virus is a hoax and don… ,Positive,Positive,0.8695
4132,Day 184 of the Trumpdemic USA Death Toll 143321DonaldDeath Covid19TrumpPlague Murder ,Neutral,Neutral,0.8695
4133,Gender Specialist and Human Rights Activist Natasha Ahmed emphasized on genderresponsive consular services at th… ,Neutral,Neutral,0.8695
4134,Anyone in their right mind should be antivaxx.This ‘disease’ ‘virus’ ‘pandemic’ has been an exercise in mind con… ,Positive,Positive,0.8695
4135,AstraZeneca and OxfordUniversity's experimental vaccine produced an immune response in earlystage clinical trial… ,Positive,Positive,0.8695
4136,COVID19 quarantine got you down Enjoy my awardwinning paranormal mystery thriller books on Amazon Kindle… ,Positive,Positive,0.8695
4137,Study shows that COVID19 can damage every organ of your bodysome recover but never fully recoveredthey have some… ,Neutral,Neutral,0.8695
4138,If fully disbursed and welltargeted Indonesia's fiscal package could go a long way to mitigate the COVID19 impac… ,Negative,Neutral,0.8695
4139,In the news EU Adopts Groundbreaking Stimulus to Fight Coronavirus Recession  coronavirus COVID19 2019ncov,Neutral,Neutral,0.8695
4140,The northern Italian region of Lombardy the onetime epicentre of the country's coronapandemic has seen notable… ,Neutral,Neutral,0.8695
4141,Africa COVID19 Test Data contains cause for concern   That thinking is now… ,Neutral,Positive,0.8695
4142,Ask Jay Inslee THE SAME QUESTION He has done nothing to slow COVID. Only has moved the goal posts … ,Negative,Neutral,0.8695
4143,The COVID19induced economic turbulence has led Indian airline IndiGo to decide to lay off 10 percent.… ,Positive,Positive,0.8695
4144,Walking the Localized Aid Walk.Philippines has been at the forefront of mainstreaming a more localized… ,Positive,Positive,0.8695
4145,Maryland Uncovers 500 Million Coronavirus Unemployment Fraud Scheme  covid19 insurancefraud,Neutral,Neutral,0.8695
4146,AFFIX Labs launches world’s first longlasting surface treatment to kill the covid19You can join usFacebbok… ,Positive,Positive,0.8695
4147,Morning tweepswhich influenza can I follow to stay updated on current hashtags  CassperForgivesAka COVID19… ,Neutral,Neutral,0.8695
4148,It’s complicated. And we don’t know for sure yet. But we will because science. COVID19,Neutral,Positive,0.8695
4149,So proud of our state and the leadership of our governor. Masks work connecticut COVID19 ,Positive,Positive,0.8695
4150,Covid19 boosts trust in traditional mass media  by Chris Moerdyk bizpressoffice via ,Neutral,Neutral,0.8695
4151,Shri Shailesh Kumar an ISS officer of 2008 batch donated plasma after recovering from COVID19. ISSA congratulates… ,Neutral,Neutral,0.8695
4152,Both the Spanish flu and the SARS outbreaks lasted for 2 years.  COVID19,Neutral,Positive,0.8695
4153,Love the sentiment of this song Cudos to all who are doing what needs to be done Doing What Needs To Be Done… ,Positive,Positive,0.8695
4154,165 new cases and 1 new death in Uzbekistan 634 GMT coronavirus CoronaVirusUpdate COVID19 CoronavirusPandemic,Positive,Positive,0.8695
4155,I have deleted one of my post on Covid19 donations on request from our friend. Regards,Neutral,Neutral,0.8695
4156,The mantra to stay relevant in tough times is to Skill ReSkill and Upskill. Glimpses from the Train the Trainer… ,Positive,Positive,0.8695
4157,needs to protect Utahns who can't afford high utility bills and balances during the covid19 crisis,Positive,Positive,0.8695
4158,Eat hot spoon yourself wash hands COVID19,Positive,Positive,0.8695
4159,interferonbeta as one of the best options for COVID19 I like how this very basic idea about virotherapy continue… ,Positive,Positive,0.8695
4160,See the graph below fromshowing the number of daily COVID19 deaths in the UnitedStates … ,Neutral,Neutral,0.8695
4161,Discussion Challenges facing Smallholder Women Farmers in the season of COVID19 onParticipants… ,Neutral,Neutral,0.8695
4162,Covid19 has made your prospects and clients circumspect. Our webinar talks about how this need not be the case and… ,Neutral,Neutral,0.8695
4163,I ain't neva packed so fast in my life TikTok COVID19 ,Positive,Positive,0.8695
4164, I realise we must protect the vulnerable but if we protect the healthy no natural immunity can build w… ,Negative,Positive,0.8695
4165,Reality of handling COVID19 patients in UP.  ,Neutral,Neutral,0.8695
4166,DMK presidentstaged a black flag protest outside his residence alleging irregularities in meter reading… ,Negative,Negative,0.8695
4167,When clients plead for inperson sessions and COVID19 cases are nearly doubling... ,Positive,Positive,0.8695
4168, He has been inutile since Day 1 of presidency. Thanks COVID19 for enabling our dear president to realize his inutileness.,Positive,Positive,0.8695
4169, After over 100000 Americans have died no one with a brain is going to give you credit for what y… ,Neutral,Neutral,0.8695
4170,People are dying. Yet we care more about the trends that are prepped for us than humanity. We did this to ourselves… ,Positive,Positive,0.8695
4171,55 million children impacted by school closures from COVID19. Microschools are gaining popularitybut how can we… ,Neutral,Neutral,0.8695
4172,Take your time to get update patches with us for all your Ms Packages Support365 Ictdoctor COVID19 tech ,Neutral,Neutral,0.8695
4173,Smoke the Hookah hookah hookahbar CannabisCommunity cannabiseducation political… ,Neutral,Neutral,0.8695
4174,Dr. Avinesh Bhar andDr. Nurul Yaqeen will go live Today at 12AM Eastern Time.TopicCOVID19 in America Wha… ,Positive,Positive,0.8695
4175,"A new plot of active COVID19 cases this one is for western Victoria showing LGAs in an approximate ""map""up to… ",Negative,Positive,0.8695
4176,The Portland Moms.  PortlandKidnappings PortlandMoms portlandprotest dumptrump biden2020 resist… ,Neutral,Neutral,0.8695
4177,Tonight at 8pm H.Ewill address the nation on COVID19 related issues in the country.,Neutral,Neutral,0.8695
4178,BC’s Covid cases are on the rise. We can help keep your workplaces safe we respond 247 COVID19 keepbcsafe ,Positive,Positive,0.8695
4179,Coward Ted Cruz u call gains bywe call failure by traitor enablers to imbecile Trump.… ,Negative,Neutral,0.8695
4180,DO_YOU WANT TO START EARNING 3000 DAILY USING YOUR PHONE KINDLY SEND US A WHATSAPP CHAT TO 254711277090 STARTIN… ,Positive,Positive,0.8695
4181,"""It is a great time to be on thewaiting list of a top tier university""Prof. Scott Galloway NYU COVID19… ",Positive,Positive,0.8695
4182,Keep telling yourself that to justify voting for a sociop… ,Neutral,Neutral,0.8695
4183,Arkansas govadmitted its all about the vaccine. Cases do not matter. Falling death rates do not mat… ,Neutral,Neutral,0.8695
4184,alcoholban The Restaurant Association of South Africa RASA has written a letter to the president with suggestion… ,Neutral,Neutral,0.8695
4185,India recorded 37148 new COVID19 cases as the total case count rose to 1155191.The number of active cases is… ,Positive,Positive,0.8695
4186,Also been spending a lot of time at RGV Texas funerals. Your daily reminder that COVID19 is deadly. Don’t belie… ,Negative,Neutral,0.8695
4187,Theories of democratic socialism being put to the test on the largest scale imaginable. If only congress were half… ,Neutral,Neutral,0.8695
4188,Looking forward to learning more about the analysis of this new COVID_19 study on physical factors that have been… ,Positive,Positive,0.8695
4189,Why do kids have to wear masks &amp esp outside Covid19 So sad for them. Two boys drop dead in China while wearing m… ,Negative,Neutral,0.8695
4190,COVID19 Coronavirus Don't let it stop you from adopting a cat Unlikely spread to people by the time you adopt… ,Negative,Neutral,0.8695
4191,Kanye and Trump is the same person on Twitter... TrumpConspiracy COVID19,Neutral,Neutral,0.8695
4192,Possible side effects of the new Covid19 vaccine trials include following KayBurley BBCBreakfast COVID19… ,Positive,Positive,0.8695
4193,Unemployment benefits The 600 boost ends this weekCNNPolitics help republicans democrats economy… ,Neutral,Neutral,0.8695
4194,Let’s be responsible and quit spitting in public places as it can increase the risk of spread of COVID19 . ,Positive,Positive,0.8695
4195,Relax keyboard warrior we dont need people who carry Covid19 virus spreading to other… ,Neutral,Neutral,0.8695
4196,The use of N95 masks with valved respirators do not prevent COVID19 from spreading out and are “detrimental” to t… ,Neutral,Neutral,0.8695
4197,German drs are posing naked to draw attention to shortages of protective clothing &amp masks.Actually not more absur… ,Negative,Neutral,0.8695
4198,Google will specifically ban ads that promote conspiracy theories around the virus. Google said it has updated the… ,Neutral,Neutral,0.8695
4199,If you still think Covid is hoax you’re not allowed to call Kanye crazy. ....KanyeWest kanye TrumpConspiracy COVID19 stfu,Negative,Neutral,0.8695
4200,Join us todayHospital CEO Intervention GroupTue 21 July 11AM – 1AMThe Triple Imperatives of COVID19 Health… ,Neutral,Neutral,0.8695
4201, Eligibility for JobSeeker “tightened” but this loser regime won’t even work remotely bc “it’s too… ,Negative,Positive,0.8695
4202,How Basma Is Helping To Fight COVID19 in Bahrain  startups covid19 virtual via ,Neutral,Neutral,0.8695
4203,This is how it starts. AmericaOrTrump SwampyDon TrumpLiesAmericansDie iPOTUS impeachedPOTUS LiarInChief… ,Neutral,Neutral,0.8695
4204,From June18 onwards Delhi started using Rapid Antigen following which there has been drastic drop in RTPCR tests.… ,Neutral,Neutral,0.8695
4205,those of us who said “well there’s always next year” last year have learned that is not always the case COVID19,Neutral,Neutral,0.8695
4206,The euro marked a fresh fourmonth high and commodity currencies found support on Tuesday after European countrie… ,Positive,Positive,0.8695
4207,Rajasthan COVID19 Today's total positive till 10.30 am is 351 Death reported 6Cumulative positive 30741Ac… ,Positive,Positive,0.8695
4208,What British Columbia got right in the fight against COVID19  via ,Positive,Positive,0.8695
4209,BREAKING NEWS President Rodrigo Duterte approves Department of Education’s recommendation to have limited faceto… ,Negative,Negative,0.8695
4210,Over 721000 confirmed COVID19 cases on the African continentwith more than 382000 recoveries &amp 15000 deaths.… ,Positive,Positive,0.8695
4211,COVID19de latest update for BERLIN DE per 20200720 0234 AM overall 8.778 confirmed caseslatest daily in… ,Positive,Positive,0.8695
4212,Genesis Casino  Bonuses  casino казино… ,Neutral,Neutral,0.8695
4213,Check out MRCC's latest video where our creative experts breathe life into concepts and ideas through visually st… ,Positive,Positive,0.8695
4214,Hola Here’s a chance to participate and win attractive gift hampers in the DhaiStepContest. Check out the rules a… ,Positive,Positive,0.8695
4215,With few masks they are more likely to catch covid. Ever seen a woman put on perfume b… ,Positive,Positive,0.8695
4216,8 more COVID19 patients die in Odisha6 succumb to coronavirus5 men from Kendrapara Gajapati Khurda Jagatsi… ,Positive,Positive,0.8695
4217, Not one single reason to vote for Trump.He’s a failure and Americans are dying because he’s unfit and can’t… ,Negative,Negative,0.8695
4218,Hope you guys understandmcicovid19 HRDMinistrypromotmedicalstudentsNarendraModiIMA_MSNindia… ,Neutral,Neutral,0.8695
4219,When the head of theis congratulatingon her fight against “climate change”...You know he’s… ,Neutral,Neutral,0.8695
4220,Donald doesn't or chooses not to or pretends not to because he hopes he can fool his followers understand the… ,Neutral,Neutral,0.8695
4221,Quick Update SC decides on extension of limitation and service of documents by email instant messaging services.… ,Positive,Positive,0.8695
4222," Holy SCHITTT""the Invisible China Virus""COVID19SARSCoV2instead of actual modifier'… ",Neutral,Neutral,0.8695
4223, COVID19 IN S. KOREA Last Updated at JUL 21 1030KST NEWS COVID19 OUTBREAK ,Neutral,Neutral,0.8695
4224,With the number of COVID19 cases increasing in Bhubaneswar on a daily basishas urged citizens to share… ,Neutral,Neutral,0.8695
4225,Shout out to all academic coordinators in highered You are the essential ones right now. There are managers tha… ,Positive,Positive,0.8695
4226,India recorded 37148 new COVID19 cases as the total case count rose to 1155191.The number of active cases is… ,Positive,Positive,0.8695
4227,just a reminder 13 of this was considered too high a cost in lives to keep fighting in VietnamWar COVID19 TrumpThreatensAmerica,Positive,Positive,0.8695
4228,WhattoExpectHere's what you can expect from our upcoming webinar onPharmaceutical Industry post COVID19En… ,Neutral,Neutral,0.8695
4229,BuCor told to notify kin before cremating inmates who died due to COVID19 ,Negative,Negative,0.8695
4230,Everyone knows the linebimaar se nhi bimaari se dariye but the opposite is happening in india.coronavirus COVID19,Neutral,Neutral,0.8695
4231,While many world regions look inwards — blame and fragment — Europe is investing in common ground and a shared way… ,Positive,Positive,0.8695
4232,IPL 2020 Know the path ahead for BCCI in organising the IPL 13  ipl2020 ipl t20worldcup… ,Neutral,Neutral,0.8695
4233,Far Right Aussies Vote &amp Support the LNP Govt to Arbitrarily imprison &amp torture migrants in Detention Centres for… ,Positive,Positive,0.8695
4234,FYIDAILY REPORT COVID19 JULY 20Th 2020 CONFIRMED CASES 3841758TOTAL FATALITIES 141779AS… ,Positive,Positive,0.8695
4235,For more of my video please subcribe to my YouTube channel Wittyglam. I will leave the link in the comment box. T… ,Positive,Positive,0.8695
4236,coronavirus lockdown COVID1937148 new coronavirus cases in India in 24 hours tally crosses 11.55 lakh mark. C… ,Positive,Positive,0.8695
4237,Folks who shunned masks selfquarantine &amp social distancing find their region's healthcare system is overwhelmed w… ,Positive,Positive,0.8695
4238,“This cloud which stays around in the air it may contain the virus.”What are the risks of Covid19’s aerosol tra… ,Neutral,Neutral,0.8695
4239,On 's watch 143834 Americans have died from COVID19 23.5% of all deaths worldwide. That is abo… ,Neutral,Neutral,0.8695
4240,Enjoyed moderating a recentwebinar on the challenges for businesses of finding an authentic voice in naviga… ,Positive,Positive,0.8695
4241,The Chinese mainland now requires all inbound passengers to bring negative nucleic acid test results no older than… ,Negative,Positive,0.8695
4242,Thank God for a new dayWe try again...We move..... Bitcoin bbnlockdown COVID19 JobSeeker,Positive,Positive,0.8695
4243,Last updated 20200721 0505020000GMTCoronavirus COVID19Cases 14857481Deaths 613340corona… ,Neutral,Neutral,0.8695
4244,COVID19 Families Assist In Afghan Japan Hospital Due To Staff ShortageAfghanistan COVID19 CoronavirusRead mo… ,Negative,Neutral,0.8695
4245," Yeah GeorgeFloyd didn't die ""at the knee"" of the officer. But from 2X lethal level of fentanyl plus re… ",Neutral,Neutral,0.8695
4246,An historic day for Europe. COVID19,Neutral,Neutral,0.8695
4247,Here’s an endtoend virtual HR solution for you even while you work from homeHurry download EVE or call us NOW… ,Neutral,Neutral,0.8695
4248,Wow And this crisis has been huge for months now. He does it then suddenly stops it then now he's going back to… ,Positive,Positive,0.8695
4249,… ,Neutral,Neutral,0.8695
4250,Date Tuesday 21 July. Time 0022 My thoughts about today..........My full gallon of milk just expired. And.....… ,Positive,Positive,0.8695
4251,Tuesday's update of active COVID19 cases showing LGAs for the Melbourne metropolitan area. CovidVic COVID19… ,Negative,Positive,0.8695
4252,Covid19 In the last 24 hours 40 deaths in PakistanCoronaCases CoronaDeaths COVID19 BaaghiTV Pakistan ,Neutral,Positive,0.8695
4253, Coronavirus COVID19 Bend the curve not the rules ↔ Keep2mapart. Washyourhands.WearYourMask on… ,Neutral,Neutral,0.8695
4254,Because of course kids who catch Covid19 at school couldn't possibly transmit it to any adults ehEgadsthis i… ,Neutral,Neutral,0.8695
4255,help me understand if I have covid do I not where mask so let people k ow I haveCOVID19 coronavirus,Neutral,Neutral,0.8695
4256,''I know that if a way could be found to assure staff within the NHS of safety against reprisals there would be a… ,Neutral,Neutral,0.8695
4257,COVID19de latest update for Germany per 20200720 0234 AM overall 202.735 confirmed caseslatest daily inc… ,Positive,Positive,0.8695
4258,IMA Vs ICMRIn India's some states districts Coronavirus communitytransmission has been started says… ,Neutral,Neutral,0.8695
4259,With everything getting ready to close again where I live maybe that means people will listen to whats being said… ,Positive,Positive,0.8695
4260,Sister Ruth Lewis who had been running Dar ul Sukoon for many years has unfortunately passed away due to COVID19.… ,Negative,Negative,0.8695
4261,Have a look at this great resource &amp report from ... COVID19 CV19… ,Positive,Positive,0.8695
4262,So there is no evidence whatsoever to suggest that tens of thousands of protestors cont… ,Neutral,Neutral,0.8695
4263,New COVID19 Data at 20200721 013001 am EDT Coronavirus COVID19 ,Positive,Positive,0.8695
4264,Practice social distancing Williams Chicken Cares williamschickencares chicken fastfood blacktwitter… ,Negative,Positive,0.8695
